Graph_x
Time (Seconds),x (Meters),x_dot (Meters/Seconds)
221.250000,0.150996,0.033170
221.300003,0.152386,0.027813
221.350006,0.153543,0.023131
221.400009,0.154482,0.018779
221.449997,0.155238,0.015123
221.500000,0.155821,0.011654
221.550003,0.156257,0.008719
221.600006,0.156571,0.006290
221.650009,0.156792,0.004422
221.699997,0.156923,0.002620
221.750000,0.156994,0.001420
221.800003,0.157027,0.000661
221.850006,0.157037,0.000196
221.900009,0.157041,0.000087
221.949997,0.157048,0.000129
222.000000,0.157054,0.000124
222.050003,0.157059,0.000107
222.100006,0.157057,-0.000046
222.150009,0.157057,0.0000039
222.199997,0.157062,0.000102
222.250000,0.157063,0.000018
222.300003,0.157057,-0.000118
222.350006,0.157054,-0.000072
222.400009,0.157053,-0.0000086
222.449997,0.157056,0.000052
222.500000,0.157060,0.000080
222.550003,0.157065,0.000101
222.600006,0.157065,0.000005
222.650009,0.157064,-0.000028
222.699997,0.157061,-0.000051
222.750000,0.157060,-0.000024
222.800003,0.157059,-0.000022
222.850006,0.157065,0.000124
222.900009,0.157068,0.000058
222.949997,0.157066,-0.000034
223.000000,0.157062,-0.000086
223.050003,0.157061,-0.000028
223.100006,0.157063,0.000049
223.150009,0.157074,0.000220
223.199997,0.157069,-0.000102
223.250000,0.157061,-0.000159
223.300003,0.157059,-0.000038
223.350006,0.157061,0.000036
223.400009,0.157065,0.000085
223.449997,0.157067,0.000030
223.500000,0.157064,-0.000050
223.550003,0.157064,-0.0000015
223.600006,0.157062,-0.000041
223.650009,0.157062,-0.0000012
223.699997,0.157066,0.000078
223.750000,0.157071,0.000100
223.800003,0.157073,0.000038
223.850006,0.157071,-0.000040
223.900009,0.157067,-0.000073
223.949997,0.157071,0.000071
224.000000,0.157071,0.000012
224.050003,0.157073,0.000038
224.100006,0.157073,-0.000011
224.150009,0.157071,-0.000027
224.199997,0.157071,-0.0000030
224.250000,0.157067,-0.000094
224.300003,0.157068,0.000039
224.350006,0.157075,0.000131
224.400009,0.157079,0.000085
224.449997,0.157074,-0.000110
224.500000,0.157072,-0.000034
224.550003,0.157073,0.0000077
224.600006,0.157075,0.000046
224.650009,0.157073,-0.000041
224.699997,0.157067,-0.000110
224.750000,0.157070,0.000054
224.800003,0.157076,0.000123
224.850006,0.157079,0.000062
224.900009,0.157069,-0.000210
224.949997,0.157068,-0.000023
225.000000,0.157081,0.000266
225.050003,0.157083,0.000042
225.100006,0.157082,-0.000022
225.150009,0.157079,-0.000066
225.199997,0.157070,-0.000178
225.250000,0.157083,0.000273
225.300003,0.157086,0.000063
225.350006,0.157084,-0.000044
225.400009,0.157079,-0.000096
225.449997,0.157080,0.000014
225.500000,0.157081,0.000010
225.550003,0.157081,0.0000024
225.600006,0.157082,0.000024
225.650009,0.157086,0.000080
225.699997,0.157084,-0.000042
225.750000,0.157084,0.0000012
225.800003,0.157087,0.000062
225.850006,0.157085,-0.000032
225.900009,0.157083,-0.000051
225.949997,0.157086,0.000052
226.000000,0.157088,0.000056
226.050003,0.157087,-0.000031
226.100006,0.157088,0.000035
226.150009,0.157092,0.000079
226.199997,0.157092,0.0000012
226.250000,0.157087,-0.000103
226.300003,0.157086,-0.000020
226.350006,0.157088,0.000037
226.400009,0.157088,-0.000011
226.449997,0.157091,0.000070
226.500000,0.157092,0.000017
226.550003,0.157087,-0.000100
226.600006,0.157094,0.000148
226.650009,0.157094,0.0000015
226.699997,0.157094,-0.000015
226.750000,0.157092,-0.000039
226.800003,0.157094,0.000040
226.850006,0.157094,0.000002
226.900009,0.157093,-0.000026
226.949997,0.157094,0.000039
227.000000,0.157100,0.000110
227.050003,0.157093,-0.000136
227.100006,0.157093,0.0000027
227.150009,0.157096,0.000050
227.199997,0.157106,0.000208
227.250000,0.157103,-0.000061
227.300003,0.157093,-0.000206
227.350006,0.157091,-0.000045
227.400009,0.157094,0.000068
227.449997,0.157101,0.000147
227.500000,0.157102,0.000022
227.550003,0.157101,-0.000023
227.600006,0.157101,-0.0000066
227.650009,0.157103,0.000033
227.699997,0.157104,0.000026
227.750000,0.157104,0.0000089
227.800003,0.157104,0.00000089
227.850006,0.157100,-0.000093
227.900009,0.157102,0.000038
227.949997,0.157105,0.000070

