Graph_pitch
Time (Seconds),pitch (Degrees),pitch_dot (Degrees/Seconds)
220.300003,34.481129,72.130928
220.350006,37.972038,69.813911
220.400009,41.347034,67.495872
220.449997,44.607204,65.219299
220.500000,47.750179,62.855717
220.550003,50.776093,60.514454
220.600006,53.681713,58.108871
220.650009,56.480328,55.968922
220.699997,59.155533,53.517132
220.750000,61.713226,51.150791
220.800003,64.156746,48.867405
220.850006,66.481842,46.498943
220.900009,68.692734,44.215347
220.949997,70.789513,41.945831
221.000000,72.771843,39.644062
221.050003,74.639915,37.359177
221.100006,76.392868,35.056908
221.150009,78.035263,32.845829
221.199997,79.562576,30.553741
221.250000,80.979233,28.331411
221.300003,82.287239,26.158525
221.350006,83.486755,23.988966
221.400009,84.578697,21.837429
221.449997,85.564384,19.718513
221.500000,86.439705,17.505388
221.550003,87.212593,15.456950
221.600006,87.888725,13.521693
221.650009,88.463669,11.498144
221.699997,88.931007,9.349030
221.750000,89.287277,7.125122
221.800003,89.529366,4.841306
221.850006,89.646126,2.335096
221.900009,89.679794,0.673408
221.949997,89.688469,0.173528
222.000000,89.689728,0.025211
222.050003,89.687218,-0.050315
222.100006,89.685966,-0.024997
222.150009,89.684097,-0.037334
222.199997,89.685966,0.037345
222.250000,89.685966,0.000000
222.300003,89.685966,0.000000
222.350006,89.685341,-0.012445
222.400009,89.686584,0.024889
222.449997,89.686584,0.000000
222.500000,89.688469,0.037656
222.550003,89.685966,-0.050101
222.600006,89.685966,0.000000
222.650009,89.685966,0.000000
222.699997,89.685966,0.000000
222.750000,89.684723,-0.024889
222.800003,89.685966,0.024889
222.850006,89.687218,0.024997
222.900009,89.684723,-0.049886
222.949997,89.685341,0.012448
223.000000,89.684723,-0.012445
223.050003,89.685341,0.012445
223.100006,89.686584,0.024889
223.150009,89.685966,-0.012445
223.199997,89.685966,0.000000
223.250000,89.684723,-0.024889
223.300003,89.687218,0.049886
223.350006,89.687218,0.000000
223.400009,89.686584,-0.012552
223.449997,89.684723,-0.037345
223.500000,89.684723,0.000000
223.550003,89.685341,0.012445
223.600006,89.685341,0.000000
223.650009,89.686584,0.024889
223.699997,89.685966,-0.012448
223.750000,89.687218,0.024997
223.800003,89.685966,-0.024997
223.850006,89.685966,0.000000
223.900009,89.685341,-0.012445
223.949997,89.686584,0.024897
224.000000,89.686584,0.000000
224.050003,89.687218,0.012552
224.100006,89.687218,0.000000
224.150009,89.687218,0.000000
224.199997,89.685966,-0.025004
224.250000,89.685966,0.000000
224.300003,89.687218,0.024997
224.350006,89.685966,-0.024997
224.400009,89.685341,-0.012445
224.449997,89.687218,0.037453
224.500000,89.687218,0.000000
224.550003,89.687218,0.000000
224.600006,89.685341,-0.037441
224.650009,89.687218,0.037441
224.699997,89.687218,0.000000
224.750000,89.687218,0.000000
224.800003,89.687218,0.000000
224.850006,89.685966,-0.024997
224.900009,89.685966,0.000000
224.949997,89.686584,0.012448
225.000000,89.686584,0.000000
225.050003,89.685966,-0.012445
225.100006,89.684723,-0.024889
225.150009,89.686584,0.037334
225.199997,89.687218,0.012556
225.250000,89.685341,-0.037441
225.300003,89.685966,0.012445
225.350006,89.686584,0.012445
225.400009,89.686584,0.000000
225.449997,89.687218,0.012556
225.500000,89.687218,0.000000
225.550003,89.687218,0.000000
225.600006,89.686584,-0.012552
225.650009,89.687218,0.012552
225.699997,89.685341,-0.037453
225.750000,89.686584,0.024889
225.800003,89.685341,-0.024889
225.850006,89.685341,0.000000
225.900009,89.687218,0.037441
225.949997,89.685341,-0.037453
226.000000,89.685966,0.012445
226.050003,89.686584,0.012445
226.100006,89.685966,-0.012445
226.150009,89.687843,0.037549
226.199997,89.685966,-0.037560
226.250000,89.685966,0.000000
226.300003,89.684723,-0.024889
226.350006,89.687218,0.049886
226.400009,89.687218,0.000000
226.449997,89.684723,-0.049901
226.500000,89.686584,0.037334
226.550003,89.685966,-0.012445
226.600006,89.685966,0.000000
226.650009,89.684723,-0.024889
226.699997,89.686584,0.037345
226.750000,89.684723,-0.037334
226.800003,89.688469,0.074990
226.850006,89.685966,-0.050101
226.900009,89.687218,0.024997
226.949997,89.685966,-0.025004
227.000000,89.685966,0.000000
227.050003,89.687218,0.024997
227.100006,89.687218,0.000000
227.150009,89.686584,-0.012552
227.199997,89.685966,-0.012448
227.250000,89.685966,0.000000
227.300003,89.685966,0.000000
227.350006,89.685966,0.000000
227.400009,89.685341,-0.012445
227.449997,89.685966,0.012448
227.500000,89.685966,0.000000
227.550003,89.685966,0.000000
227.600006,89.687218,0.024997
227.650009,89.685966,-0.024997
227.699997,89.685341,-0.012448
227.750000,89.686584,0.024889
227.800003,89.685966,-0.012445
227.850006,89.685966,0.000000
227.900009,89.685966,0.000000
227.949997,89.684723,-0.024897

